score,BA,H,RBI,BB,k,SB,holds,avgR,ER,bb,SO,nHR
7,40,15,5,2,6,2,15,7,2,2,6,0
2,30,4,2,1,6,0,4,2,2,1,6,1
2,32,6,2,5,4,0,6,2,2,5,4,0
12,34,14,11,8,4,1,14,12,9,8,4,1
2,29,5,2,2,10,0,5,2,2,2,10,1
1,25,1,1,9,7,2,1,1,1,9,7,0
5,37,12,5,2,4,1,12,5,5,2,4,1
6,37,10,6,1,8,1,10,6,5,1,8,1
7,37,10,6,1,4,1,10,7,3,1,4,0
1,35,10,1,0,6,0,10,1,1,0,6,0
8,37,10,8,5,8,1,10,8,8,5,8,0
3,31,6,3,4,8,0,6,3,3,4,8,2
2,35,7,2,1,9,1,7,2,2,1,9,1
3,35,11,2,3,2,1,11,3,1,3,2,0
2,35,12,2,1,5,0,12,2,2,1,5,0
5,30,9,5,3,2,3,9,5,5,3,2,0
4,33,6,3,5,5,0,6,4,3,5,5,1
3,31,7,2,4,8,1,7,3,1,4,8,0
1,36,8,0,0,14,1,8,1,1,0,14,0
6,34,12,5,3,5,1,12,6,3,3,5,0
2,31,5,2,2,8,3,5,2,2,2,8,0
1,30,5,1,2,9,0,5,1,0,2,9,0
4,35,10,2,3,5,1,10,4,2,3,5,0
1,30,7,1,1,4,0,7,1,1,1,4,0
5,36,6,5,3,6,0,6,5,3,3,6,0
0,38,10,0,0,5,0,10,0,0,0,5,0
9,40,15,9,2,9,0,15,9,8,2,9,0
5,34,11,5,3,1,1,11,5,5,3,1,0
4,24,5,4,15,9,1,5,4,4,15,9,0
2,32,5,2,0,4,1,5,2,2,0,4,0
1,43,11,1,1,6,0,11,1,1,1,6,1
1,42,10,1,4,10,1,10,1,1,4,10,0
7,34,12,7,5,3,0,12,7,6,5,3,0
3,32,8,2,1,7,0,8,3,3,1,7,0
0,28,3,0,4,4,0,3,0,0,4,4,0
4,32,11,4,2,5,0,11,4,4,2,5,0
6,33,11,5,4,9,4,11,6,5,4,9,0
1,33,6,1,7,8,4,6,1,1,7,8,0
8,37,12,7,5,5,0,12,8,7,5,5,0
5,41,14,4,2,4,0,14,5,4,2,4,0
8,32,13,8,0,1,0,13,8,8,0,1,2
3,34,8,2,5,5,0,8,3,0,5,5,0
9,37,11,8,3,4,0,11,9,8,3,4,3
0,28,6,0,0,4,0,6,0,0,0,4,0
1,33,8,1,1,0,0,8,1,1,1,0,0
13,42,17,12,3,7,0,17,13,10,3,7,2
3,33,9,1,4,6,0,9,3,1,4,6,0
10,37,15,10,2,2,1,15,10,9,2,2,1
3,33,9,2,2,4,2,9,3,3,2,4,1
4,31,10,4,3,5,1,10,4,3,3,5,0
6,34,14,6,3,4,1,14,6,6,3,4,0
7,34,12,6,2,3,0,12,7,7,2,3,0
1,34,8,0,2,12,2,8,1,0,2,12,0
4,33,13,4,2,4,1,13,4,4,2,4,0
9,40,14,7,4,3,0,14,9,5,4,3,0
0,28,3,0,1,3,0,3,0,0,1,3,0
0,33,7,0,3,8,0,7,0,0,3,8,0
3,32,3,2,0,6,1,3,3,0,0,6,0
0,32,5,0,3,4,0,5,0,0,3,4,0
9,36,13,9,2,5,0,13,9,9,2,5,1
4,30,5,4,6,2,0,5,4,4,6,2,0
7,37,11,6,5,5,4,11,7,4,5,5,0
8,36,13,8,5,5,1,13,8,8,5,5,1
5,32,9,5,5,8,3,9,5,5,5,8,1
1,32,6,1,2,12,0,6,1,1,2,12,1
7,34,11,7,4,7,1,11,7,3,4,7,3
1,33,7,1,3,8,0,7,1,1,3,8,1
5,30,7,5,3,7,2,7,5,5,3,7,1
6,37,12,6,4,5,0,12,6,6,4,5,2
5,36,8,3,3,5,1,8,5,4,3,5,1
9,41,15,8,2,3,0,15,9,8,2,3,1
3,33,6,3,2,6,0,6,3,3,2,6,3
10,40,13,10,2,6,1,13,10,10,2,6,2
5,39,14,5,3,6,2,14,5,4,3,6,0
3,36,10,3,4,3,1,10,3,3,4,3,1
9,36,12,9,3,5,0,12,9,9,3,5,4
0,27,0,0,0,9,0,0,0,0,0,9,0
7,33,10,6,6,4,0,10,7,6,6,4,0
11,38,12,11,7,5,2,12,11,10,7,5,1
9,39,12,8,3,7,2,12,9,8,3,7,0
9,36,9,9,8,4,0,9,9,3,8,4,0
5,36,12,4,2,4,1,12,5,5,2,4,0
3,35,12,3,1,5,0,12,3,3,1,5,1
0,33,6,0,2,10,1,6,0,0,2,10,0
5,37,10,5,0,5,1,10,5,5,0,5,1
12,39,16,12,4,9,0,16,12,12,4,9,3
3,33,7,3,8,3,0,7,3,3,8,3,0
4,33,13,4,5,2,0,13,4,4,5,2,0
5,35,10,4,2,4,2,10,5,4,2,4,1
8,28,7,8,8,8,1,7,8,8,8,8,0
4,32,9,3,2,4,1,9,4,4,2,4,0
0,32,5,0,1,10,1,5,0,0,1,10,0
7,40,12,7,1,6,0,12,7,4,1,6,2
3,31,7,2,3,7,1,7,3,1,3,7,0
9,41,12,9,4,9,2,12,9,9,4,9,1
6,42,14,6,2,8,0,14,6,6,2,8,0
10,42,15,9,2,4,0,15,10,8,2,4,1
9,42,12,8,4,9,1,12,9,6,4,9,1
1,30,4,1,3,9,1,4,1,1,3,9,1
0,28,1,0,1,2,0,1,0,0,1,2,0
5,37,12,4,2,2,0,12,5,4,2,2,0
9,34,13,8,2,1,1,13,9,9,2,1,1
4,32,11,4,1,4,0,11,4,4,1,4,0
4,35,10,3,2,12,0,10,4,2,2,12,0
4,30,6,4,4,5,0,6,4,4,4,5,1
3,33,8,3,1,6,1,8,3,3,1,6,0
9,39,14,8,3,5,1,14,9,7,3,5,2
11,37,13,9,4,5,0,13,11,8,4,5,1
3,37,11,3,5,7,1,11,3,3,5,7,0
2,37,11,2,0,2,0,11,2,2,0,2,1
6,33,11,6,5,3,0,11,6,6,5,3,1
1,31,6,1,3,7,0,6,1,1,3,7,0
1,32,7,1,4,5,0,7,1,1,4,5,0
4,26,4,2,4,7,3,4,4,3,4,7,0
4,36,11,4,1,8,1,11,4,2,1,8,1
1,32,7,1,4,9,0,7,1,1,4,9,0
4,31,8,2,3,5,2,8,4,4,3,5,0
2,34,8,2,3,7,0,8,2,2,3,7,1
2,31,7,2,3,9,0,7,2,2,3,9,0
7,31,8,4,2,3,1,8,7,1,2,3,0
9,36,10,9,3,7,0,10,9,7,3,7,0
1,31,6,1,2,6,0,6,1,1,2,6,0
4,39,12,4,3,7,0,12,4,4,3,7,2
5,31,8,5,1,5,1,8,5,3,1,5,1
2,35,9,2,5,4,0,9,2,2,5,4,0
5,34,10,5,2,4,1,10,5,5,2,4,0
4,36,10,3,6,6,1,10,4,4,6,6,1
2,36,9,2,5,6,2,9,2,1,5,6,0
7,38,13,6,4,7,0,13,7,7,4,7,0
6,30,5,6,7,2,0,5,6,5,7,2,1
0,30,6,0,1,5,0,6,0,0,1,5,0
5,30,8,2,5,3,2,8,5,3,5,3,0
9,41,17,8,0,1,6,17,9,9,0,1,2
6,35,10,6,6,6,0,10,6,5,6,6,1
5,36,9,5,3,6,0,9,5,5,3,6,1
6,37,9,5,4,5,0,9,6,5,4,5,1
1,34,6,1,2,6,0,6,1,1,2,6,0
6,31,9,5,6,5,3,9,6,5,6,5,0
1,31,5,0,2,4,1,5,1,0,2,4,0
3,28,5,3,2,1,0,5,3,1,2,1,0
5,39,13,5,1,8,0,13,5,5,1,8,1
13,38,16,13,7,6,1,16,13,13,7,6,4
6,36,11,6,2,3,1,11,6,4,2,3,0
10,24,6,8,11,2,5,6,10,10,11,2,1
2,32,8,1,3,3,1,8,2,2,3,3,0
1,30,6,1,3,9,0,6,1,1,3,9,0
0,33,7,0,1,5,0,7,0,0,1,5,0
3,29,7,2,3,9,0,7,3,3,3,9,0
3,34,9,3,1,6,0,9,3,3,1,6,1
7,34,13,7,4,6,0,13,7,7,4,6,1
6,41,15,5,0,11,0,15,6,4,0,11,0
2,32,7,2,2,5,0,7,2,2,2,5,1
1,33,7,0,2,4,1,7,1,0,2,4,0
7,36,11,6,1,4,2,11,7,6,1,4,0
4,33,8,4,3,6,0,8,4,4,3,6,0
5,34,9,5,4,6,1,9,5,3,4,6,2
1,30,3,1,3,7,0,3,1,0,3,7,0
2,31,8,2,2,6,0,8,2,2,2,6,0
4,34,9,3,1,4,0,9,4,4,1,4,1
2,30,4,2,5,8,1,4,2,2,5,8,1
11,39,16,11,8,1,5,16,11,11,8,1,0
1,28,2,1,2,7,0,2,1,1,2,7,0
6,36,10,5,3,6,1,10,6,1,3,6,1
3,31,6,3,8,5,1,6,3,2,8,5,0
2,30,3,2,1,6,0,3,2,1,1,6,0
9,38,14,8,0,8,0,14,9,9,0,8,2
3,32,5,3,2,6,0,5,3,2,2,6,1
4,28,5,4,8,2,0,5,4,4,8,2,0
14,51,25,14,3,8,0,25,14,14,3,8,1
3,39,11,3,2,6,1,11,3,3,2,6,1
3,40,11,3,2,5,0,11,3,2,2,5,0
4,30,5,3,5,4,2,5,4,3,5,4,0
5,35,12,5,5,4,1,12,5,5,5,4,2
4,36,11,4,3,4,0,11,4,4,3,4,1
2,29,3,2,3,6,0,3,2,2,3,6,0
4,33,10,3,4,3,0,10,4,4,4,3,1
0,26,1,0,2,2,0,1,0,0,2,2,0
8,35,13,8,3,3,0,13,8,8,3,3,1
1,31,6,1,3,6,0,6,1,1,3,6,0
2,28,7,2,1,4,1,7,2,2,1,4,0
4,33,6,4,1,6,0,6,4,4,1,6,1
7,34,10,6,6,4,0,10,7,4,6,4,0
1,30,5,1,4,5,0,5,1,1,4,5,1
2,31,9,2,1,8,0,9,2,2,1,8,1
4,36,6,3,1,12,2,6,4,2,1,12,1
3,38,13,3,2,8,0,13,3,3,2,8,1
3,37,11,3,4,8,0,11,3,3,4,8,0
0,30,5,0,1,7,0,5,0,0,1,7,0
1,31,6,1,3,3,0,6,1,1,3,3,0
0,30,6,0,4,7,2,6,0,0,4,7,0
4,36,11,3,5,4,1,11,4,3,5,4,0
6,31,6,5,9,6,0,6,6,5,9,6,1
8,39,15,7,4,1,1,15,8,4,4,1,0
2,33,7,2,3,5,0,7,2,2,3,5,1
5,34,9,5,0,8,1,9,5,5,0,8,1
12,33,13,12,7,7,0,13,12,10,7,7,2
4,30,6,4,2,4,0,6,4,4,2,4,1
5,30,9,5,5,2,1,9,5,5,5,2,0
1,31,4,1,0,9,0,4,1,1,0,9,1
5,35,12,5,2,3,0,12,5,3,2,3,1
7,38,12,6,1,8,2,12,7,6,1,8,0
0,31,5,0,3,5,0,5,0,0,3,5,0
8,42,14,8,5,11,2,14,8,8,5,11,2
5,37,10,5,4,5,2,10,5,4,4,5,0
7,44,15,5,8,9,1,15,7,5,8,9,0
8,40,11,7,5,8,0,11,8,6,5,8,0
5,33,10,3,5,2,1,10,5,3,5,2,0
2,32,6,2,2,10,1,6,2,2,2,10,0
3,33,7,3,1,3,0,7,3,3,1,3,0
7,35,13,7,1,4,0,13,7,7,1,4,0
7,34,7,7,2,8,0,7,7,7,2,8,3
1,31,3,0,1,8,1,3,1,0,1,8,0
3,34,8,3,3,9,0,8,3,1,3,9,1
6,37,14,6,1,3,2,14,6,4,1,3,1
4,32,5,4,1,8,0,5,4,4,1,8,1
10,32,10,9,3,3,0,10,10,10,3,3,1
9,36,13,9,5,4,0,13,9,7,5,4,0
5,35,12,5,0,1,0,12,5,5,0,1,1
6,39,16,6,3,7,0,16,6,6,3,7,0
3,32,8,3,6,8,0,8,3,3,6,8,1
7,31,7,6,7,7,1,7,7,3,7,7,0
1,33,6,1,2,10,1,6,1,1,2,10,1
4,37,9,4,2,6,1,9,4,4,2,6,0
10,30,9,8,5,5,0,9,10,7,5,5,2
5,36,13,5,3,3,3,13,5,5,3,3,1
9,30,10,9,8,6,1,10,9,9,8,6,2
2,31,5,2,2,7,0,5,2,0,2,7,0
6,29,8,6,3,5,0,8,6,6,3,5,3
8,39,18,8,3,4,1,18,8,8,3,4,0
10,33,10,10,4,3,0,10,10,6,4,3,2
4,34,7,4,2,13,0,7,4,4,2,13,2
7,33,11,7,3,6,0,11,7,7,3,6,0
10,41,12,10,1,10,0,12,10,7,1,10,4
3,32,6,3,2,8,0,6,3,3,2,8,0
0,29,3,0,4,7,0,3,0,0,4,7,0
5,36,12,4,4,3,1,12,5,5,4,3,0
14,45,19,13,7,8,2,19,14,14,7,8,1
10,42,14,9,5,6,3,14,10,8,5,6,1
17,46,20,17,12,6,2,20,17,17,12,6,1
3,35,9,1,4,6,1,9,3,3,4,6,1
9,42,17,8,1,8,2,17,9,5,1,8,0
2,33,5,2,1,7,0,5,2,1,1,7,0
5,37,10,4,1,7,0,10,5,2,1,7,0
7,34,11,7,5,6,1,11,7,6,5,6,1
3,36,11,3,4,5,1,11,3,3,4,5,0
4,31,10,3,3,0,1,10,4,2,3,0,0
3,34,9,3,2,7,0,9,3,3,2,7,0
11,33,11,11,5,4,1,11,11,10,5,4,3
6,37,12,5,2,4,1,12,6,6,2,4,1
2,30,5,2,1,9,1,5,2,2,1,9,1
8,39,13,8,2,3,0,13,8,4,2,3,1
10,36,13,10,2,8,0,13,10,10,2,8,3
6,35,10,5,1,6,1,10,6,2,1,6,0
7,28,5,7,1,7,1,5,7,6,1,7,2
3,35,9,3,1,9,0,9,3,3,1,9,1
2,27,3,1,3,6,0,3,2,1,3,6,0
5,42,17,5,2,5,1,17,5,5,2,5,1
8,32,12,6,7,6,1,12,8,6,7,6,1
6,37,11,6,6,6,2,11,6,5,6,6,1
3,30,6,3,7,8,1,6,3,2,7,8,0
2,35,9,2,6,10,2,9,2,2,6,10,0
3,28,8,3,3,3,1,8,3,3,3,3,0
7,36,9,6,3,4,2,9,7,6,3,4,3
6,36,6,5,3,10,3,6,6,4,3,10,1
13,42,14,9,5,6,1,14,13,10,5,6,1
7,36,9,7,7,4,4,9,7,6,7,4,1
2,35,8,2,0,9,0,8,2,2,0,9,0
3,32,10,3,2,4,1,10,3,3,2,4,0
8,36,9,6,7,5,2,9,8,2,7,5,0
4,36,9,4,3,4,0,9,4,4,3,4,2
12,40,13,12,6,6,0,13,12,10,6,6,2
5,35,10,5,2,3,0,10,5,5,2,3,1
3,33,8,3,4,7,1,8,3,3,4,7,1
2,34,10,2,2,11,0,10,2,2,2,11,0
2,34,7,2,0,6,0,7,2,2,0,6,1
1,35,9,1,3,10,3,9,1,1,3,10,0
4,36,9,4,3,6,3,9,4,4,3,6,0
10,37,14,7,3,5,3,14,10,10,3,5,1
2,31,6,2,4,10,4,6,2,2,4,10,0
4,30,9,3,1,4,1,9,4,4,1,4,2
10,41,16,9,1,3,1,16,10,10,1,3,1
1,29,5,1,6,3,2,5,1,0,6,3,0
3,33,7,3,2,6,0,7,3,3,2,6,2
10,36,13,9,2,5,1,13,10,8,2,5,2
2,31,5,1,2,8,2,5,2,2,2,8,0
6,29,6,6,1,10,2,6,6,6,1,10,2
15,42,19,15,7,6,0,19,15,12,7,6,2
5,34,10,4,2,4,0,10,5,5,2,4,0
5,33,10,5,6,7,1,10,5,5,6,7,0
9,32,15,9,2,4,0,15,9,9,2,4,0
7,36,10,7,3,9,2,10,7,7,3,9,1
3,31,6,3,3,5,0,6,3,3,3,5,0
7,47,17,7,4,6,1,17,7,7,4,6,3
7,50,12,7,4,6,2,12,7,6,4,6,3
7,40,13,7,4,7,1,13,7,7,4,7,1
5,33,10,4,3,3,0,10,5,5,3,3,0
4,35,7,3,5,13,2,7,4,2,5,13,2
6,29,4,6,7,7,1,4,6,5,7,7,1
3,34,8,3,2,7,0,8,3,3,2,7,0
1,30,5,1,5,5,0,5,1,1,5,5,0
8,34,12,8,4,4,0,12,8,8,4,4,0
9,38,15,9,3,4,0,15,9,7,3,4,2
3,36,13,2,3,9,0,13,3,2,3,9,1
11,35,14,11,7,5,0,14,11,10,7,5,2
7,32,10,7,5,3,1,10,7,7,5,3,1
2,34,9,2,3,2,0,9,2,2,3,2,0
4,36,11,3,3,5,0,11,4,4,3,5,0
5,30,10,5,2,4,0,10,5,5,2,4,2
5,37,11,2,3,9,1,11,5,2,3,9,0
4,32,6,4,4,11,0,6,4,4,4,11,2
5,25,9,5,0,2,1,9,5,5,0,2,0
9,28,14,8,3,2,1,14,9,6,3,2,0
6,40,13,6,3,9,0,13,6,6,3,9,4
9,35,14,9,2,7,2,14,9,9,2,7,2
3,31,5,2,3,8,0,5,3,2,3,8,1
5,31,11,5,3,6,0,11,5,5,3,6,2
2,30,6,1,3,8,0,6,2,2,3,8,1
5,32,9,5,4,8,2,9,5,4,4,8,0
2,34,10,2,2,6,1,10,2,2,2,6,0
7,35,12,4,4,4,0,12,7,6,4,4,2
5,35,8,4,3,6,1,8,5,2,3,6,0
11,35,14,11,5,2,3,14,11,10,5,2,1
10,38,8,7,4,5,6,8,10,6,4,5,1
3,34,8,3,7,4,0,8,3,3,7,4,0
9,38,11,9,5,7,2,11,9,7,5,7,1
0,30,5,0,2,6,1,5,0,0,2,6,0
13,39,13,13,8,4,0,13,13,13,8,4,1
12,39,13,11,4,5,1,13,12,9,4,5,1
5,34,12,5,4,4,0,12,5,5,4,4,1
0,33,8,0,2,3,0,8,0,0,2,3,0
4,36,9,3,5,2,2,9,4,3,5,2,0
0,33,7,0,5,4,2,7,0,0,5,4,0
4,39,13,4,3,9,1,13,4,4,3,9,1
6,34,10,6,2,6,2,10,6,6,2,6,0
3,31,8,3,7,9,0,8,3,1,7,9,0
11,40,19,11,2,3,1,19,11,6,2,3,1
2,29,4,1,5,3,0,4,2,1,5,3,0
1,30,5,1,3,5,0,5,1,1,3,5,1
0,32,4,0,2,5,1,4,0,0,2,5,0
8,33,10,8,5,9,1,10,8,5,5,9,0
3,34,9,3,4,11,0,9,3,3,4,11,0
9,34,12,8,5,3,1,12,9,7,5,3,0
8,39,13,8,2,7,0,13,8,8,2,7,1
12,42,15,10,1,7,1,15,12,5,1,7,1
3,34,11,3,3,3,1,11,3,3,3,3,1
8,37,12,6,1,5,0,12,8,3,1,5,1
7,39,13,4,4,8,0,13,7,4,4,8,0
10,32,10,10,10,7,1,10,10,10,10,7,1
9,44,17,9,1,5,0,17,9,7,1,5,4
2,32,6,2,2,9,0,6,2,2,2,9,0
11,40,14,11,2,9,3,14,11,11,2,9,0
3,32,8,2,3,5,0,8,3,3,3,5,0
3,35,8,3,3,7,1,8,3,3,3,7,0
7,35,14,5,2,4,0,14,7,6,2,4,0
3,36,8,3,1,3,2,8,3,2,1,3,0
4,32,9,4,4,4,1,9,4,4,4,4,0
7,41,13,7,4,7,2,13,7,7,4,7,0
10,36,13,9,6,1,0,13,10,8,6,1,1
2,35,9,2,1,5,0,9,2,2,1,5,0
3,26,3,1,7,5,2,3,3,3,7,5,0
3,35,10,3,2,11,1,10,3,3,2,11,0
18,41,16,18,5,4,0,16,18,16,5,4,2
4,38,11,4,4,7,2,11,4,2,4,7,0
3,31,9,3,2,6,0,9,3,3,2,6,0
8,41,15,7,3,7,2,15,8,6,3,7,1
10,34,13,10,5,7,1,13,10,9,5,7,2
7,34,12,7,5,1,0,12,7,7,5,1,1
8,39,13,6,8,8,0,13,8,6,8,8,1
4,30,5,2,6,5,0,5,4,0,6,5,0
6,33,10,6,3,6,0,10,6,6,3,6,1
3,35,8,3,2,3,0,8,3,3,2,3,1
1,30,5,0,3,2,1,5,1,1,3,2,0
12,44,18,12,5,10,2,18,12,7,5,10,2
13,40,17,12,3,2,1,17,13,13,3,2,0
8,36,11,8,3,5,1,11,8,7,3,5,0
1,33,6,1,3,5,0,6,1,0,3,5,0
0,28,5,0,1,2,0,5,0,0,1,2,0
7,35,15,6,4,0,1,15,7,6,4,0,0
8,37,11,8,3,6,1,11,8,4,3,6,2
14,39,19,14,5,5,1,19,14,13,5,5,3
1,32,5,1,2,9,0,5,1,0,2,9,0
5,31,10,5,2,1,0,10,5,5,2,1,1
4,33,7,4,4,11,0,7,4,4,4,11,2
6,32,11,4,4,7,2,11,6,4,4,7,2
1,36,9,1,1,6,1,9,1,1,1,6,0
4,29,7,4,4,7,1,7,4,4,4,7,1
0,34,6,0,0,4,0,6,0,0,0,4,0
1,27,5,1,5,6,3,5,1,1,5,6,0
4,36,10,4,2,3,0,10,4,3,2,3,0
5,35,10,4,3,6,0,10,5,4,3,6,1
8,35,11,8,3,7,3,11,8,7,3,7,1
9,36,11,7,8,3,1,11,9,6,8,3,2
7,37,13,7,2,5,2,13,7,6,2,5,1
10,35,13,10,3,7,1,13,10,10,3,7,1
4,23,6,4,2,4,0,6,4,4,2,4,1
13,31,16,13,4,0,0,16,13,13,4,0,4
2,32,6,2,2,10,1,6,2,1,2,10,0
12,38,14,12,1,4,0,14,12,10,1,4,2
0,34,7,0,1,7,0,7,0,0,1,7,0
3,29,8,3,2,2,1,8,3,3,2,2,0
6,35,10,6,2,4,2,10,6,6,2,4,2
7,30,10,7,5,3,0,10,7,7,5,3,0
2,31,5,2,0,8,0,5,2,2,0,8,0
5,30,9,5,2,5,4,9,5,4,2,5,0
6,39,14,6,3,5,1,14,6,5,3,5,1
7,37,10,3,3,3,4,10,7,4,3,3,0
3,32,5,3,6,6,0,5,3,3,6,6,3
9,33,15,9,4,7,2,15,9,9,4,7,2
3,31,4,3,0,8,0,4,3,3,0,8,3
9,37,14,8,6,4,0,14,9,7,6,4,1
7,42,15,6,3,5,1,15,7,6,3,5,1
2,31,4,2,1,12,0,4,2,2,1,12,1
4,39,11,3,4,8,1,11,4,3,4,8,0
12,38,16,12,8,4,2,16,12,11,8,4,0
1,34,9,1,4,1,0,9,1,1,4,1,0
11,36,13,7,6,2,2,13,11,8,6,2,0
8,42,17,8,2,6,1,17,8,7,2,6,2
15,45,24,15,6,7,2,24,15,15,6,7,0
3,37,12,3,4,5,0,12,3,3,4,5,0
4,35,13,4,2,5,0,13,4,4,2,5,0
2,34,8,2,2,6,0,8,2,2,2,6,0
5,33,11,5,1,3,0,11,5,5,1,3,0
17,42,15,16,12,6,1,15,17,16,12,6,0
0,31,5,0,2,3,2,5,0,0,2,3,0
2,34,7,2,1,10,0,7,2,2,1,10,0
4,29,6,4,4,4,1,6,4,4,4,4,0
0,33,8,0,5,3,0,8,0,0,5,3,0
3,31,8,3,2,2,0,8,3,0,2,2,0
1,31,5,1,4,9,1,5,1,1,4,9,0
2,32,9,2,0,5,2,9,2,2,0,5,0
9,34,11,9,5,4,1,11,9,8,5,4,0
6,35,10,4,6,4,0,10,6,3,6,4,0
4,46,15,4,4,9,1,15,4,4,4,9,2
3,41,8,3,4,9,1,8,3,3,4,9,1
10,35,11,9,6,4,3,11,10,8,6,4,0
6,34,10,6,5,4,0,10,6,6,5,4,2
1,31,6,0,0,3,1,6,1,0,0,3,0
0,31,5,0,3,5,2,5,0,0,3,5,0
2,28,3,1,4,9,1,3,2,2,4,9,0
3,29,5,3,3,2,0,5,3,3,3,2,0
5,37,11,4,4,8,2,11,5,4,4,8,0
13,34,12,11,10,3,0,12,13,13,10,3,0
4,33,8,3,6,4,1,8,4,1,6,4,0
5,35,12,5,1,7,0,12,5,5,1,7,0
14,45,21,12,1,3,1,21,14,12,1,3,1
6,35,8,5,4,7,1,8,6,5,4,7,0
2,41,8,2,2,6,1,8,2,2,2,6,0
2,42,8,2,3,8,2,8,2,1,3,8,0
6,39,14,6,2,3,2,14,6,5,2,3,1
2,33,6,2,1,6,0,6,2,0,1,6,0
13,50,19,12,4,8,3,19,13,13,4,8,2
6,44,9,6,6,4,1,9,6,6,6,4,1
7,37,9,6,2,8,1,9,7,6,2,8,1
10,35,14,9,3,3,0,14,10,4,3,3,0
1,29,4,1,1,5,0,4,1,1,1,5,1
2,28,5,2,2,5,0,5,2,2,2,5,0
10,42,17,10,7,6,1,17,10,7,7,6,1
7,41,10,7,3,4,4,10,7,5,3,4,1
2,34,9,2,1,7,0,9,2,2,1,7,0
1,29,3,1,3,2,0,3,1,1,3,2,0
3,33,10,3,2,9,2,10,3,3,2,9,0
5,30,7,4,6,9,3,7,5,5,6,9,0
8,47,17,8,6,7,1,17,8,7,6,7,1
9,47,20,8,5,4,0,20,9,9,5,4,1
8,41,7,6,8,5,4,7,8,7,8,5,1
5,42,14,5,4,6,2,14,5,3,4,6,0
5,37,9,5,2,7,1,9,5,5,2,7,2
0,31,7,0,2,5,0,7,0,0,2,5,0
8,44,17,7,3,7,1,17,8,7,3,7,1
10,37,16,8,3,5,0,16,10,9,3,5,1
2,33,9,2,3,5,0,9,2,2,3,5,0
8,29,7,5,9,4,0,7,8,5,9,4,0
5,37,13,5,2,4,0,13,5,5,2,4,1
2,36,12,2,1,6,1,12,2,2,1,6,0
10,43,16,9,2,10,0,16,10,8,2,10,0
5,34,9,5,6,7,0,9,5,5,6,7,0
5,47,14,5,4,9,0,14,5,5,4,9,0
3,41,9,1,6,11,1,9,3,1,6,11,0
3,35,8,3,5,2,1,8,3,3,5,2,0
11,43,18,11,3,5,1,18,11,3,3,5,0
5,37,11,5,4,1,1,11,5,5,4,1,0
8,35,10,8,4,3,0,10,8,5,4,3,2
2,36,12,2,0,7,1,12,2,2,0,7,1
11,37,16,9,6,4,0,16,11,9,6,4,1
4,34,8,3,5,10,0,8,4,3,5,10,0
1,34,9,1,2,6,1,9,1,1,2,6,1
9,39,16,9,4,5,1,16,9,9,4,5,0
3,38,12,3,2,3,0,12,3,1,2,3,0
1,36,9,1,2,10,2,9,1,1,2,10,1
3,31,8,3,1,6,0,8,3,3,1,6,2
5,35,8,4,1,3,0,8,5,4,1,3,2
11,43,17,11,2,2,0,17,11,10,2,2,1
3,34,9,3,0,5,0,9,3,3,0,5,0
8,36,12,8,3,4,0,12,8,5,3,4,0
1,35,9,1,0,4,2,9,1,1,0,4,0
0,30,7,0,1,9,1,7,0,0,1,9,0
5,37,10,5,2,1,0,10,5,4,2,1,0
8,35,12,8,7,5,0,12,8,8,7,5,2
1,38,7,1,2,8,0,7,1,1,2,8,1
1,45,9,1,5,6,1,9,1,1,5,6,0
3,31,6,2,7,8,2,6,3,3,7,8,1
1,31,7,0,2,4,0,7,1,1,2,4,0
3,35,8,3,1,9,0,8,3,1,1,9,0
13,38,15,11,6,8,0,15,13,10,6,8,0
3,34,8,2,10,6,1,8,3,1,10,6,0
11,40,15,10,1,4,0,15,11,9,1,4,1
3,36,9,3,1,10,0,9,3,1,1,10,0
1,38,10,1,0,3,1,10,1,0,0,3,0
6,38,10,6,6,8,3,10,6,6,6,8,0
7,37,10,7,4,3,0,10,7,6,4,3,2
3,43,7,2,11,14,1,7,3,1,11,14,1
4,42,9,4,8,12,1,9,4,4,8,12,1
1,34,7,1,1,6,0,7,1,0,1,6,0
4,32,10,3,1,1,0,10,4,3,1,1,0
1,33,6,1,2,8,0,6,1,1,2,8,0
5,32,9,5,2,6,1,9,5,5,2,6,1
4,32,12,4,4,3,0,12,4,4,4,3,0
5,30,6,5,1,4,1,6,5,5,1,4,2
8,36,12,7,7,2,0,12,8,5,7,2,0
2,31,5,2,1,9,0,5,2,2,1,9,0
2,30,6,2,2,5,1,6,2,2,2,5,0
1,32,6,1,4,7,0,6,1,1,4,7,0
1,30,5,1,3,0,0,5,1,1,3,0,0
7,34,14,6,4,7,1,14,7,7,4,7,0
4,35,10,1,3,8,0,10,4,3,3,8,0
3,33,7,1,6,6,2,7,3,1,6,6,0
6,39,14,6,0,4,2,14,6,6,0,4,3
1,31,5,0,1,8,0,5,1,0,1,8,0
7,37,11,7,6,4,1,11,7,7,6,4,0
0,28,1,0,2,4,1,1,0,0,2,4,0
1,30,4,1,2,8,1,4,1,1,2,8,1
9,30,7,9,5,2,2,7,9,9,5,2,0
8,38,10,6,5,6,2,10,8,7,5,6,0
3,37,12,2,3,5,1,12,3,2,3,5,0
3,42,11,3,1,8,1,11,3,3,1,8,0
4,34,9,4,1,4,0,9,4,4,1,4,0
